,Location,Date Scraped,Vistor Visa Times,Student & Vistor Exchange Visa Times,All Other Non-Immigrant Visa Times
9452,Monrovia,2022-04-05,365,30,30
9453,Montevideo,2022-04-05,319,24,87
9454,Montreal,2022-04-05,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9455,Moscow,2022-04-05,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9456,Mumbai,2022-04-05,Same Day,2,3
9457,Muscat,2022-04-05,11,11,11
9458,Naha,2022-04-05,2,2,2
9459,Nairobi,2022-04-05,557,186,1
9460,Naples,2022-04-05,123,15,7
9461,Nassau,2022-04-05,87,3,87
9462,New Delhi,2022-04-05,59,2,89
9463,Niamey,2022-04-05,90,90,90
9464,Nicosia,2022-04-05,130,7,130
9465,Oslo,2022-04-05,177,73,73
9466,Ouagadougou,2022-04-05,90,90,90
9467,Panama City,2022-04-05,482,12,12
9468,Paramaribo,2022-04-05,60,1,60
9469,Paris,2022-04-05,217,13,12
9470,Phnom Penh,2022-04-05,28,28,28
9471,Prague,2022-04-05,182,1,30
9472,Praia,2022-04-05,505,1,1
9473,Pristina,2022-04-05,215,3,215
9474,Port Au Prince,2022-04-05,365,1,7
9475,Port Moresby,2022-04-05,1,1,1
9476,Port of Spain,2022-04-05,109,18,14
9477,Rangoon,2022-04-05,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9478,Reykjavik,2022-04-05,60,60,60
9479,Riga,2022-04-05,3,4,1
9480,Rio de Janeiro,2022-04-05,220,1,1
9481,Riyadh,2022-04-05,9,7,9
9482,Sanaa,2022-04-05,Temporarily Closed,Temporarily Closed,Temporarily Closed
9483,San Jose,2022-04-05,513,44,79
9484,San Salvador,2022-04-05,280,2,2
9485,Santiago,2022-04-05,698,129,725
9486,Santo Domingo,2022-04-05,750,49,7
9487,Sarajevo,2022-04-05,16,16,7
9488,Seoul,2022-04-05,71,45,29
9489,Singapore,2022-04-05,2,1,7
9490,Skopje,2022-04-05,161,161,161
9491,Sofia,2022-04-05,60,7,7
9492,Stockholm,2022-04-05,394,1,31
9493,Suva,2022-04-05,3,2,3
9494,Sydney,2022-04-05,300,62,181
9495,Taipei,2022-04-05,1,1,2
9496,Tallinn,2022-04-05,28,7,7
9497,Tashkent,2022-04-05,90,20,20
9498,Tbilisi,2022-04-05,660,58,9
9499,Tegucigalpa,2022-04-05,833,3,1
9500,Tel Aviv,2022-04-05,274,1,1
9501,Tirana,2022-04-05,285,8,8
9502,Tokyo,2022-04-05,14,1,3
9503,Tunis,2022-04-05,90,14,7
9504,Ulaanbaatar,2022-04-05,251,17,21
9505,Vancouver,2022-04-05,391,22,347
9506,Vienna,2022-04-05,170,32,67
9507,Vientiane,2022-04-05,78,78,78
9508,Vilnius,2022-04-05,23,28,28
9509,Warsaw,2022-04-05,156,92,92
9510,Yaounde,2022-04-05,13,6,6
9511,Yerevan,2022-04-05,666,473,32
9512,Zagreb,2022-04-05,2,2,2
9513,Abidjan,2022-04-04,310,171,163
9514,Abu Dhabi,2022-04-04,240,90,20
9515,Accra,2022-04-04,983,73,60
9516,Addis Ababa,2022-04-04,561,185,185
9517,Algiers,2022-04-04,80,50,8
9518,Almaty,2022-04-04,229,71,21
9519,Amman,2022-04-04,721,127,721
9520,Amsterdam,2022-04-04,240,79,240
9521,Ankara,2022-04-04,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9522,Antananarivo,2022-04-04,21,21,21
9523,Ashgabat,2022-04-04,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9524,Asmara,2022-04-04,7,7,7
9525,Asuncion,2022-04-04,220,14,14
9526,Athens,2022-04-04,637,14,30
9527,Auckland,2022-04-04,136,4,136
9528,Baghdad,2022-04-04,Closed,Closed,Closed
9529,Bangkok,2022-04-04,120,7,7
9530,Banjul,2022-04-04,120,21,21
9531,Beirut,2022-04-04,246,10,15
9532,Belgrade,2022-04-04,180,14,30
9533,Belmopan,2022-04-04,52,10,22
9534,Bern,2022-04-04,76,15,45
9535,Beirut,2022-04-04,246,10,15
9536,Bishkek,2022-04-04,92,10,92
9537,Bogota,2022-04-04,699,25,24
9538,Bratislava,2022-04-04,4,4,4
9539,Brazzaville,2022-04-04,8,8,8
9540,Bridgetown,2022-04-04,485,4,10
9541,Brussels,2022-04-04,180,7,21
9542,Bucharest,2022-04-04,182,3,7
9543,Budapest,2022-04-04,225,65,65
9544,Buenos Aires,2022-04-04,494,4,7
9545,Bujumbura,2022-04-04,3,3,3
9546,Cairo,2022-04-04,420,5,5
9547,Calgary,2022-04-04,203,48,134
9548,Cape Town,2022-04-04,92,7,56
9549,Caracas,2022-04-04,Temporarily Closed,Temporarily Closed,Temporarily Closed
9550,Casablanca,2022-04-04,122,3,122
9551,Chisinau,2022-04-04,254,7,14
9552,Ciudad Juarez,2022-04-04,701,3,7
9553,Colombo,2022-04-04,100,4,100
9554,Cotonou,2022-04-04,80,80,80
9555,Dakar,2022-04-04,225,10,225
9556,Damascus,2022-04-04,Temporarily Closed,Temporarily Closed,Temporarily Closed
9557,Dar es Salaam,2022-04-04,50,23,23
9558,Dhaka,2022-04-04,529,637,10
9559,Djibouti,2022-04-04,200,90,90
9560,Doha,2022-04-04,120,2,3
9561,Dubai,2022-04-04,104,90,95
9562,Dublin,2022-04-04,149,7,8
9563,Frankfurt,2022-04-04,95,7,7
9564,Freetown,2022-04-04,64,43,43
9565,Georgetown,2022-04-04,635,8,1
9566,Guangzhou,2022-04-04,7,3,3
9567,Guatemala City,2022-04-04,925,1,1
9568,Guayaquil,2022-04-04,618,15,17
9569,Hamilton,2022-04-04,120,30,90
9570,Havana,2022-04-04,Temporarily Closed,Temporarily Closed,Temporarily Closed
9571,Helsinki,2022-04-04,138,25,44
9572,Ho Chi Minh City,2022-04-04,305,165,92
9573,Hong Kong,2022-04-04,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9574,Harare,2022-04-04,107,107,107
9575,Islamabad,2022-04-04,435,5,3
9576,Jakarta,2022-04-04,43,2,30
9577,Jerusalem,2022-04-04,130,2,2
9578,Johannesburg,2022-04-04,60,14,21
9579,Kabul,2022-04-04,Closed,Closed,Closed
9580,Kampala,2022-04-04,289,7,289
9581,Kathmandu,2022-04-04,71,156,57
9582,Khartoum,2022-04-04,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9583,Kigali,2022-04-04,100,20,15
9584,Kingston,2022-04-04,703,1,2
9585,Kinshasa,2022-04-04,448,14,448
9586,Kuala Lumpur,2022-04-04,16,17,22
9587,Kuwait City,2022-04-04,4,4,4
9588,Kyiv,2022-04-04,Closed,Closed,Closed
9589,Lagos,2022-04-04,760,30,30
9590,La Paz,2022-04-04,90,1,1
9591,Libreville,2022-04-04,74,74,74
9592,Lilongwe,2022-04-04,30,30,30
9593,Lima,2022-04-04,380,14,14
9594,Ljubljana,2022-04-04,90,14,21
9595,Lome,2022-04-04,80,80,80
9596,London,2022-04-04,140,5,60
9597,Luanda,2022-04-04,1,1,1
9598,Lusaka,2022-04-04,9,7,9
9599,Madrid,2022-04-04,350,176,189
9600,Managua,2022-04-04,147,3,29
9601,Manama,2022-04-04,49,9,9
9602,Manila,2022-04-04,339,48,24
9603,Monrovia,2022-04-04,365,30,30
9604,Montevideo,2022-04-04,326,14,82
9605,Montreal,2022-04-04,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9606,Moscow,2022-04-04,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9607,Mumbai,2022-04-04,Same Day,2,3
9608,Muscat,2022-04-04,11,11,11
9609,Naha,2022-04-04,2,2,2
9610,Nairobi,2022-04-04,557,186,1
9611,Naples,2022-04-04,92,8,8
9612,Nassau,2022-04-04,87,3,87
9613,New Delhi,2022-04-04,59,2,89
9614,Niamey,2022-04-04,90,90,90
9615,Nicosia,2022-04-04,130,7,130
9616,Oslo,2022-04-04,144,51,64
9617,Ouagadougou,2022-04-04,90,90,90
9618,Panama City,2022-04-04,482,12,12
9619,Paramaribo,2022-04-04,60,1,60
9620,Paris,2022-04-04,217,13,12
9621,Phnom Penh,2022-04-04,28,28,28
9622,Prague,2022-04-04,253,3,3
9623,Praia,2022-04-04,505,1,1
9624,Pristina,2022-04-04,215,3,215
9625,Port Au Prince,2022-04-04,365,1,7
9626,Port Moresby,2022-04-04,1,1,1
9627,Port of Spain,2022-04-04,109,18,14
9628,Rangoon,2022-04-04,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9629,Reykjavik,2022-04-04,60,60,60
9630,Riga,2022-04-04,3,4,1
9631,Rio de Janeiro,2022-04-04,178,1,2
9632,Riyadh,2022-04-04,9,7,9
9633,Sanaa,2022-04-04,Temporarily Closed,Temporarily Closed,Temporarily Closed
9634,San Jose,2022-04-04,513,44,79
9635,San Salvador,2022-04-04,331,2,2
9636,Santiago,2022-04-04,673,80,673
9637,Santo Domingo,2022-04-04,750,49,7
9638,Sarajevo,2022-04-04,36,15,15
9639,Seoul,2022-04-04,71,45,29
9640,Singapore,2022-04-04,2,1,7
9641,Skopje,2022-04-04,161,161,161
9642,Sofia,2022-04-04,60,7,7
9643,Stockholm,2022-04-04,394,1,31
9644,Suva,2022-04-04,3,2,3
9645,Sydney,2022-04-04,300,62,181
9646,Taipei,2022-04-04,1,1,2
9647,Tallinn,2022-04-04,28,7,7
9648,Tashkent,2022-04-04,90,20,20
9649,Tbilisi,2022-04-04,709,65,16
9650,Tegucigalpa,2022-04-04,833,3,1
9651,Tel Aviv,2022-04-04,260,1,1
9652,Tirana,2022-04-04,285,8,8
9653,Tokyo,2022-04-04,14,1,3
9654,Tunis,2022-04-04,90,14,7
9655,Ulaanbaatar,2022-04-04,251,17,21
9656,Vancouver,2022-04-04,410,13,354
9657,Vienna,2022-04-04,170,32,67
9658,Vientiane,2022-04-04,78,78,78
9659,Vilnius,2022-04-04,23,28,28
9660,Warsaw,2022-04-04,125,79,79
9661,Yaounde,2022-04-04,13,6,6
9662,Yerevan,2022-04-04,664,520,37
9663,Zagreb,2022-04-04,125,2,5
9664,Abidjan,2022-04-03,310,171,163
9665,Abu Dhabi,2022-04-03,240,90,20
9666,Accra,2022-04-03,983,73,60
9667,Addis Ababa,2022-04-03,561,185,185
9668,Algiers,2022-04-03,80,50,8
9669,Almaty,2022-04-03,220,66,26
9670,Amman,2022-04-03,721,127,721
9671,Amsterdam,2022-04-03,240,79,240
9672,Ankara,2022-04-03,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9673,Antananarivo,2022-04-03,21,21,21
9674,Ashgabat,2022-04-03,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9675,Asmara,2022-04-03,7,7,7
9676,Asuncion,2022-04-03,220,14,14
9677,Athens,2022-04-03,644,14,30
9678,Auckland,2022-04-03,136,11,136
9679,Baghdad,2022-04-03,Closed,Closed,Closed
9680,Bangkok,2022-04-03,120,7,7
9681,Banjul,2022-04-03,120,21,21
9682,Beirut,2022-04-03,234,8,3
9683,Belgrade,2022-04-03,180,14,30
9684,Belmopan,2022-04-03,52,10,22
9685,Bern,2022-04-03,76,15,45
9686,Beirut,2022-04-03,234,8,3
9687,Bishkek,2022-04-03,64,16,64
9688,Bogota,2022-04-03,699,25,24
9689,Bratislava,2022-04-03,4,4,4
9690,Brazzaville,2022-04-03,8,8,8
9691,Bridgetown,2022-04-03,485,4,10
9692,Brussels,2022-04-03,180,7,21
9693,Bucharest,2022-04-03,172,1,7
9694,Budapest,2022-04-03,225,65,65
9695,Buenos Aires,2022-04-03,494,4,7
9696,Bujumbura,2022-04-03,3,3,3
9697,Cairo,2022-04-03,420,5,5
9698,Calgary,2022-04-03,203,48,134
9699,Cape Town,2022-04-03,92,7,56
9700,Caracas,2022-04-03,Temporarily Closed,Temporarily Closed,Temporarily Closed
9701,Casablanca,2022-04-03,122,3,122
9702,Chisinau,2022-04-03,301,14,14
9703,Ciudad Juarez,2022-04-03,701,3,7
9704,Colombo,2022-04-03,100,4,100
9705,Cotonou,2022-04-03,80,80,80
9706,Dakar,2022-04-03,225,10,225
9707,Damascus,2022-04-03,Temporarily Closed,Temporarily Closed,Temporarily Closed
9708,Dar es Salaam,2022-04-03,77,65,65
9709,Dhaka,2022-04-03,177,177,36
9710,Djibouti,2022-04-03,200,90,90
9711,Doha,2022-04-03,120,2,3
9712,Dubai,2022-04-03,104,90,95
9713,Dublin,2022-04-03,149,7,8
9714,Frankfurt,2022-04-03,95,7,7
9715,Freetown,2022-04-03,64,43,43
9716,Georgetown,2022-04-03,635,8,1
9717,Guangzhou,2022-04-03,6,6,6
9718,Guatemala City,2022-04-03,925,1,1
9719,Guayaquil,2022-04-03,618,15,17
9720,Hamilton,2022-04-03,120,30,90
9721,Havana,2022-04-03,Temporarily Closed,Temporarily Closed,Temporarily Closed
9722,Helsinki,2022-04-03,138,25,44
9723,Ho Chi Minh City,2022-04-03,305,165,92
9724,Hong Kong,2022-04-03,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9725,Harare,2022-04-03,107,107,107
9726,Islamabad,2022-04-03,435,5,3
9727,Jakarta,2022-04-03,42,2,17
9728,Jerusalem,2022-04-03,130,2,2
9729,Johannesburg,2022-04-03,60,14,21
9730,Kabul,2022-04-03,Closed,Closed,Closed
9731,Kampala,2022-04-03,289,7,289
9732,Kathmandu,2022-04-03,62,154,51
9733,Khartoum,2022-04-03,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9734,Kigali,2022-04-03,100,20,15
9735,Kingston,2022-04-03,703,1,2
9736,Kinshasa,2022-04-03,448,14,448
9737,Kuala Lumpur,2022-04-03,10,17,29
9738,Kuwait City,2022-04-03,4,4,4
9739,Kyiv,2022-04-03,Closed,Closed,Closed
9740,Lagos,2022-04-03,760,30,30
9741,La Paz,2022-04-03,90,1,1
9742,Libreville,2022-04-03,74,74,74
9743,Lilongwe,2022-04-03,30,30,30
9744,Lima,2022-04-03,380,14,14
9745,Ljubljana,2022-04-03,90,14,21
9746,Lome,2022-04-03,80,80,80
9747,London,2022-04-03,140,5,60
9748,Luanda,2022-04-03,1,1,1
9749,Lusaka,2022-04-03,9,7,9
9750,Madrid,2022-04-03,350,176,189
9751,Managua,2022-04-03,147,3,29
9752,Manama,2022-04-03,49,9,9
9753,Manila,2022-04-03,340,44,26
9754,Monrovia,2022-04-03,365,30,30
9755,Montevideo,2022-04-03,326,14,82
9756,Montreal,2022-04-03,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9757,Moscow,2022-04-03,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9758,Mumbai,2022-04-03,Same Day,2,3
9759,Muscat,2022-04-03,11,11,11
9760,Naha,2022-04-03,2,2,2
9761,Nairobi,2022-04-03,555,188,1
9762,Naples,2022-04-03,92,8,8
9763,Nassau,2022-04-03,87,3,87
9764,New Delhi,2022-04-03,51,8,278
9765,Niamey,2022-04-03,90,90,90
9766,Nicosia,2022-04-03,130,7,130
9767,Oslo,2022-04-03,144,51,64
9768,Ouagadougou,2022-04-03,90,90,90
9769,Panama City,2022-04-03,482,12,12
9770,Paramaribo,2022-04-03,60,1,60
9771,Paris,2022-04-03,217,13,12
9772,Phnom Penh,2022-04-03,21,21,9
9773,Prague,2022-04-03,253,3,3
9774,Praia,2022-04-03,505,1,1
9775,Pristina,2022-04-03,209,3,209
9776,Port Au Prince,2022-04-03,365,1,7
9777,Port Moresby,2022-04-03,21,21,21
9778,Port of Spain,2022-04-03,109,18,14
9779,Rangoon,2022-04-03,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9780,Reykjavik,2022-04-03,60,60,60
9781,Riga,2022-04-03,10,4,1
9782,Rio de Janeiro,2022-04-03,178,1,2
9783,Riyadh,2022-04-03,9,7,9
9784,Sanaa,2022-04-03,Temporarily Closed,Temporarily Closed,Temporarily Closed
9785,San Jose,2022-04-03,513,44,79
9786,San Salvador,2022-04-03,331,2,2
9787,Santiago,2022-04-03,673,80,673
9788,Santo Domingo,2022-04-03,750,49,7
9789,Sarajevo,2022-04-03,36,15,15
9790,Seoul,2022-04-03,56,32,23
9791,Singapore,2022-04-03,28,3,2
9792,Skopje,2022-04-03,125,125,125
9793,Sofia,2022-04-03,60,7,7
9794,Stockholm,2022-04-03,367,2,2
9795,Suva,2022-04-03,3,2,3
9796,Sydney,2022-04-03,300,62,181
9797,Taipei,2022-04-03,1,1,2
9798,Tallinn,2022-04-03,28,7,7
9799,Tashkent,2022-04-03,90,20,20
9800,Tbilisi,2022-04-03,709,65,16
9801,Tegucigalpa,2022-04-03,833,3,1
9802,Tel Aviv,2022-04-03,260,1,1
9803,Tirana,2022-04-03,265,8,8
9804,Tokyo,2022-04-03,16,1,1
9805,Tunis,2022-04-03,90,14,7
9806,Ulaanbaatar,2022-04-03,251,17,21
9807,Vancouver,2022-04-03,410,13,354
9808,Vienna,2022-04-03,170,32,67
9809,Vientiane,2022-04-03,72,72,72
9810,Vilnius,2022-04-03,23,28,28
9811,Warsaw,2022-04-03,125,79,79
9812,Yaounde,2022-04-03,13,6,6
9813,Yerevan,2022-04-03,664,520,37
9814,Zagreb,2022-04-03,125,2,5
9815,Abidjan,2022-04-02,310,171,163
9816,Abu Dhabi,2022-04-02,240,90,20
9817,Accra,2022-04-02,983,73,60
9818,Addis Ababa,2022-04-02,561,185,185
9819,Algiers,2022-04-02,80,50,8
9820,Almaty,2022-04-02,220,66,26
9821,Amman,2022-04-02,721,127,721
9822,Amsterdam,2022-04-02,240,79,240
9823,Ankara,2022-04-02,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9824,Antananarivo,2022-04-02,21,21,21
9825,Ashgabat,2022-04-02,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9826,Asmara,2022-04-02,7,7,7
9827,Asuncion,2022-04-02,220,14,14
9828,Athens,2022-04-02,644,14,30
9829,Auckland,2022-04-02,136,11,136
9830,Baghdad,2022-04-02,Closed,Closed,Closed
9831,Bangkok,2022-04-02,120,7,7
9832,Banjul,2022-04-02,120,21,21
9833,Beirut,2022-04-02,234,8,3
9834,Belgrade,2022-04-02,180,14,30
9835,Belmopan,2022-04-02,52,10,22
9836,Bern,2022-04-02,76,15,45
9837,Beirut,2022-04-02,234,8,3
9838,Bishkek,2022-04-02,64,16,64
9839,Bogota,2022-04-02,699,25,24
9840,Bratislava,2022-04-02,4,4,4
9841,Brazzaville,2022-04-02,8,8,8
9842,Bridgetown,2022-04-02,485,4,10
9843,Brussels,2022-04-02,180,7,21
9844,Bucharest,2022-04-02,172,1,7
9845,Budapest,2022-04-02,225,65,65
9846,Buenos Aires,2022-04-02,494,4,7
9847,Bujumbura,2022-04-02,3,3,3
9848,Cairo,2022-04-02,420,5,5
9849,Calgary,2022-04-02,203,48,134
9850,Cape Town,2022-04-02,92,7,56
9851,Caracas,2022-04-02,Temporarily Closed,Temporarily Closed,Temporarily Closed
9852,Casablanca,2022-04-02,122,3,122
9853,Chisinau,2022-04-02,301,14,14
9854,Ciudad Juarez,2022-04-02,701,3,7
9855,Colombo,2022-04-02,100,4,100
9856,Cotonou,2022-04-02,80,80,80
9857,Dakar,2022-04-02,225,10,225
9858,Damascus,2022-04-02,Temporarily Closed,Temporarily Closed,Temporarily Closed
9859,Dar es Salaam,2022-04-02,77,65,65
9860,Dhaka,2022-04-02,177,177,36
9861,Djibouti,2022-04-02,200,90,90
9862,Doha,2022-04-02,120,2,3
9863,Dubai,2022-04-02,104,90,95
9864,Dublin,2022-04-02,149,7,8
9865,Frankfurt,2022-04-02,95,7,7
9866,Freetown,2022-04-02,64,43,43
9867,Georgetown,2022-04-02,635,8,1
9868,Guangzhou,2022-04-02,6,6,6
9869,Guatemala City,2022-04-02,925,1,1
9870,Guayaquil,2022-04-02,618,15,17
9871,Hamilton,2022-04-02,120,30,90
9872,Havana,2022-04-02,Temporarily Closed,Temporarily Closed,Temporarily Closed
9873,Helsinki,2022-04-02,138,25,44
9874,Ho Chi Minh City,2022-04-02,305,165,92
9875,Hong Kong,2022-04-02,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9876,Harare,2022-04-02,107,107,107
9877,Islamabad,2022-04-02,435,5,3
9878,Jakarta,2022-04-02,42,2,17
9879,Jerusalem,2022-04-02,130,2,2
9880,Johannesburg,2022-04-02,60,14,21
9881,Kabul,2022-04-02,Closed,Closed,Closed
9882,Kampala,2022-04-02,289,7,289
9883,Kathmandu,2022-04-02,62,154,51
9884,Khartoum,2022-04-02,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9885,Kigali,2022-04-02,100,20,15
9886,Kingston,2022-04-02,703,1,2
9887,Kinshasa,2022-04-02,448,14,448
9888,Kuala Lumpur,2022-04-02,10,17,29
9889,Kuwait City,2022-04-02,4,4,4
9890,Kyiv,2022-04-02,Closed,Closed,Closed
9891,Lagos,2022-04-02,760,30,30
9892,La Paz,2022-04-02,90,1,1
9893,Libreville,2022-04-02,74,74,74
9894,Lilongwe,2022-04-02,30,30,30
9895,Lima,2022-04-02,380,14,14
9896,Ljubljana,2022-04-02,90,14,21
9897,Lome,2022-04-02,80,80,80
9898,London,2022-04-02,140,5,60
9899,Luanda,2022-04-02,1,1,1
9900,Lusaka,2022-04-02,9,7,9
9901,Madrid,2022-04-02,350,176,189
9902,Managua,2022-04-02,147,3,29
9903,Manama,2022-04-02,49,9,9
9904,Manila,2022-04-02,340,44,26
9905,Monrovia,2022-04-02,365,30,30
9906,Montevideo,2022-04-02,326,14,82
9907,Montreal,2022-04-02,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9908,Moscow,2022-04-02,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9909,Mumbai,2022-04-02,Same Day,2,3
9910,Muscat,2022-04-02,11,11,11
9911,Naha,2022-04-02,2,2,2
9912,Nairobi,2022-04-02,555,188,1
9913,Naples,2022-04-02,92,8,8
9914,Nassau,2022-04-02,87,3,87
9915,New Delhi,2022-04-02,51,8,278
9916,Niamey,2022-04-02,90,90,90
9917,Nicosia,2022-04-02,130,7,130
9918,Oslo,2022-04-02,144,51,64
9919,Ouagadougou,2022-04-02,90,90,90
9920,Panama City,2022-04-02,482,12,12
9921,Paramaribo,2022-04-02,60,1,60
9922,Paris,2022-04-02,217,13,12
9923,Phnom Penh,2022-04-02,21,21,9
9924,Prague,2022-04-02,253,3,3
9925,Praia,2022-04-02,505,1,1
9926,Pristina,2022-04-02,209,3,209
9927,Port Au Prince,2022-04-02,365,1,7
9928,Port Moresby,2022-04-02,21,21,21
9929,Port of Spain,2022-04-02,109,18,14
9930,Rangoon,2022-04-02,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9931,Reykjavik,2022-04-02,60,60,60
9932,Riga,2022-04-02,10,4,1
9933,Rio de Janeiro,2022-04-02,178,1,2
9934,Riyadh,2022-04-02,9,7,9
9935,Sanaa,2022-04-02,Temporarily Closed,Temporarily Closed,Temporarily Closed
9936,San Jose,2022-04-02,513,44,79
9937,San Salvador,2022-04-02,331,2,2
9938,Santiago,2022-04-02,673,80,673
9939,Santo Domingo,2022-04-02,750,49,7
9940,Sarajevo,2022-04-02,36,15,15
9941,Seoul,2022-04-02,56,32,23
9942,Singapore,2022-04-02,28,3,2
9943,Skopje,2022-04-02,125,125,125
9944,Sofia,2022-04-02,60,7,7
9945,Stockholm,2022-04-02,367,2,2
9946,Suva,2022-04-02,3,2,3
9947,Sydney,2022-04-02,300,62,181
9948,Taipei,2022-04-02,1,1,2
9949,Tallinn,2022-04-02,28,7,7
9950,Tashkent,2022-04-02,90,20,20
9951,Tbilisi,2022-04-02,709,65,16
9952,Tegucigalpa,2022-04-02,833,3,1
9953,Tel Aviv,2022-04-02,260,1,1
9954,Tirana,2022-04-02,265,8,8
9955,Tokyo,2022-04-02,16,1,1
9956,Tunis,2022-04-02,90,14,7
9957,Ulaanbaatar,2022-04-02,251,17,21
9958,Vancouver,2022-04-02,410,13,354
9959,Vienna,2022-04-02,170,32,67
9960,Vientiane,2022-04-02,72,72,72
9961,Vilnius,2022-04-02,23,28,28
9962,Warsaw,2022-04-02,125,79,79
9963,Yaounde,2022-04-02,13,6,6
9964,Yerevan,2022-04-02,664,520,37
9965,Zagreb,2022-04-02,125,2,5
9966,Abidjan,2022-04-01,310,171,163
9967,Abu Dhabi,2022-04-01,240,90,20
9968,Accra,2022-04-01,983,73,60
9969,Addis Ababa,2022-04-01,561,185,185
9970,Algiers,2022-04-01,80,50,8
9971,Almaty,2022-04-01,220,66,26
9972,Amman,2022-04-01,721,127,721
9973,Amsterdam,2022-04-01,240,79,240
9974,Ankara,2022-04-01,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9975,Antananarivo,2022-04-01,21,21,21
9976,Ashgabat,2022-04-01,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
9977,Asmara,2022-04-01,7,7,7
9978,Asuncion,2022-04-01,220,14,14
9979,Athens,2022-04-01,644,14,30
9980,Auckland,2022-04-01,136,11,136
9981,Baghdad,2022-04-01,Closed,Closed,Closed
9982,Bangkok,2022-04-01,120,7,7
9983,Banjul,2022-04-01,120,21,21
9984,Beirut,2022-04-01,234,8,3
9985,Belgrade,2022-04-01,180,14,30
9986,Belmopan,2022-04-01,52,10,22
9987,Bern,2022-04-01,76,15,45
9988,Beirut,2022-04-01,234,8,3
9989,Bishkek,2022-04-01,64,16,64
9990,Bogota,2022-04-01,699,25,24
9991,Bratislava,2022-04-01,4,4,4
9992,Brazzaville,2022-04-01,8,8,8
9993,Bridgetown,2022-04-01,485,4,10
9994,Brussels,2022-04-01,180,7,21
9995,Bucharest,2022-04-01,172,1,7
9996,Budapest,2022-04-01,225,65,65
9997,Buenos Aires,2022-04-01,494,4,7
9998,Bujumbura,2022-04-01,3,3,3
9999,Cairo,2022-04-01,420,5,5
10000,Calgary,2022-04-01,203,48,134
10001,Cape Town,2022-04-01,92,7,56
10002,Caracas,2022-04-01,Temporarily Closed,Temporarily Closed,Temporarily Closed
10003,Casablanca,2022-04-01,122,3,122
10004,Chisinau,2022-04-01,301,14,14
10005,Ciudad Juarez,2022-04-01,701,3,7
10006,Colombo,2022-04-01,100,4,100
10007,Cotonou,2022-04-01,80,80,80
10008,Dakar,2022-04-01,225,10,225
10009,Damascus,2022-04-01,Temporarily Closed,Temporarily Closed,Temporarily Closed
10010,Dar es Salaam,2022-04-01,77,65,65
10011,Dhaka,2022-04-01,177,177,36
10012,Djibouti,2022-04-01,200,90,90
10013,Doha,2022-04-01,120,2,3
10014,Dubai,2022-04-01,104,90,95
10015,Dublin,2022-04-01,149,7,8
10016,Frankfurt,2022-04-01,95,7,7
10017,Freetown,2022-04-01,64,43,43
10018,Georgetown,2022-04-01,635,8,1
10019,Guangzhou,2022-04-01,6,6,6
10020,Guatemala City,2022-04-01,925,1,1
10021,Guayaquil,2022-04-01,618,15,17
10022,Hamilton,2022-04-01,120,30,90
10023,Havana,2022-04-01,Temporarily Closed,Temporarily Closed,Temporarily Closed
10024,Helsinki,2022-04-01,138,25,44
10025,Ho Chi Minh City,2022-04-01,305,165,92
10026,Hong Kong,2022-04-01,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
10027,Harare,2022-04-01,107,107,107
10028,Islamabad,2022-04-01,435,5,3
10029,Jakarta,2022-04-01,42,2,17
